customer_id,age_customer,gender_customer,area_customer,last_active_customer,account_status_customer,latitude_customer,longitude_customer,address_text_customer,location_type_customer,floor_number_customer,distance_radius_km_customer,preferred_day_customer,preferred_time_slot_customer,availability_start_time_customer,availability_end_time_customer,urgency_level_customer,time_sensitivity_level_customer,preferred_service_customer,service_category_customer,custom_task_description_customer,experience_expectation_customer,language_preference_customer,budget_min_customer,budget_max_customer,discount_sensitive_customer,weather_sensitive_customer,peak_hour_flag_customer,location_sensitivity_customer,profile_image_path_customer,voice_note_path_customer,voice_note_duration_sec_customer,customer_rating_given_to_worker average,customer_rating_given_to_worker,total_bookings_customer,last_booking_date_customer,cancellation_customer,cancellation_average_customer,worker_id,full_name,phone_number,email,password_hash,account_status,signup_date,last_login,worker_latitude,worker_longitude,service_city,service_area,service_radius_km,primary_skill,secondary_skills,service_category,skill_level,years_of_experience,licensed_worker,available_days,available_start_time,available_end_time,emergency_available,peak_hour_available,base_service_price,visit_charges,price_negotiable,average_price_range,cnic_number,cnic_front_image_path,cnic_back_image_path,certificate_uploaded,certificate_type,background_verification_status,trust_score,total_jobs_completed,total_jobs_cancelled,late_arrival_count,warning_count,blocked_status,working_rating_given_to_customer_avg,working_rating_given_to_customer,total_reviews,negative_review_count,wallet_balance,platform_commission_rate,total_earnings,pending_payout,last_wallet_deduction,ai_recommendation_score,high_demand_skills,earning_potential_score,profile_image_path,intro_video_path,work_sample_images_path,chat_enabled,media_upload_enabled,data_source,record_last_updated
CUST-3627,20,Male,Ichhra,22/03/2025,Inactive,31.532683,74.324275,"House 363, Street 40, Ichhra, Lahore",Apartment,13,9.6,Sunday,Afternoon,8:30,16:30,Medium,Medium,Carpenter,Carpentry,Inspection and report required first,No Preference,Urdu,5000,7700,Yes,No,Yes,Low,profiles/cust-3627.jpg,voice_notes/cust-3627_note.mp3,45,4.1,4.1,2,05/11/2025,0,0,WRK002627,Kashif Iqbal,3503792324,kashif.iqbal700@outlook.com,e0fbfbf4a36d597566cc7961a1ec4d34eb503bdf8fea7720bdc9e85a36449c2a,pending_verification,31/08/2020,08/09/2023 20:16,31.461159,74.35154,Lahore,GT Road,3,Window Cleaning,Bathroom Fitting|AC Repair|Switch Board,Cleaner,Master,2,Yes,"Wednesday,Thursday,Friday,Saturday,Sunday",6:00:00,16:45:00,No,Yes,4300,350,Yes,PKR 4300-5300,44933-7064117-5,documents/cnic/front/WRK002627_front.jpg,documents/cnic/back/WRK002627_back.jpg,Yes,None,failed,9.2,727,22,58,0,No,4.8,4.2,511,44,46113.55,18,1233131.52,60911.5,03/11/2022 20:17,0.635,No,0.519,images/workers/profiles/WRK002627.jpg,videos/workers/intro/WRK002627.mp4,images/workers/samples/WRK002627_1.jpg|images/workers/samples/WRK002627_2.jpg|images/workers/samples/WRK002627_3.jpg,Yes,Yes,worker_onboarding_portal,24/08/2021 18:27
CUST-3628,41,Female,Valencia Town,15/06/2025,Active,31.432074,74.293804,"House 87, Block J, Valencia Town, Lahore",Office,0,3.1,Any,Night,8:00,12:30,High,Medium,Plumber,Plumbing,Scheduled service for weekend,Intermediate,Urdu,800,2800,Yes,No,No,Medium,profiles/cust-3628.jpg,voice_notes/cust-3628_note.mp3,102,1.7,1.1,81,31/08/2025,2,0.02,WRK002628,Hamza Yousaf,3224257837,hamza.yousaf838@hotmail.com,3d640f9e7df41258550c578638cb8aabc6b0fa42f754bc16435b60fca68e5c88,active,13/06/2022,10/02/2024 4:30,31.486638,74.441368,Lahore,Ichhra,7,AC Repair,Floor Mopping,Electrician,Intermediate,8,No,"Saturday,Sunday",7:00:00,19:15:00,No,No,4300,400,Yes,PKR 4300-6300,43280-4443115-7,documents/cnic/front/WRK002628_front.jpg,documents/cnic/back/WRK002628_back.jpg,Yes,NAVTTC Certificate,verified,7.8,41,0,0,2,No,3.8,3.6,18,2,45737.83,15,36108.12,1561.11,20/06/2023 0:24,0.963,Yes,0.829,images/workers/profiles/WRK002628.jpg,videos/workers/intro/WRK002628.mp4,images/workers/samples/WRK002628_1.jpg|images/workers/samples/WRK002628_2.jpg|images/workers/samples/WRK002628_3.jpg,Yes,No,worker_onboarding_portal,23/01/2025 14:54
CUST-3629,65,Male,Valencia Town,01/01/2026,Suspended,31.441703,74.295859,"House 41, Block A, Valencia Town, Lahore",Other,0,3.5,Friday,Morning,7:30,10:00,Medium,Low,Cleaner,Cleaning,Follow-up visit from previous service,No Preference,English,1500,15100,Yes,No,No,Low,profiles/cust-3629.jpg,voice_notes/cust-3629_note.mp3,10,3.1,4.3,114,08/11/2025,32,0.28,WRK002629,Azhar Umar,3333691786,azhar.umar98@gmail.com,56b95aae0b1f854beaa56166942fb40ac0bef33a04b3d7d385da4e66cb6d7f46,active,16/02/2021,03/04/2021 11:19,31.62155,74.41969,Lahore,Data Ganj Bakhsh,12,Septic Tank,Generator,Plumber,Intermediate,14,Yes,"Monday,Tuesday,Thursday,Friday,Saturday",6:30:00,20:45:00,No,Yes,900,450,No,PKR 900-2400,20161-2746417-7,documents/cnic/front/WRK002629_front.jpg,documents/cnic/back/WRK002629_back.jpg,Yes,None,verified,4.9,781,72,45,0,No,3.5,5,267,12,27199.58,15,716053.74,18887.73,01/10/2023 17:02,0.411,No,0.585,images/workers/profiles/WRK002629.jpg,videos/workers/intro/WRK002629.mp4,images/workers/samples/WRK002629_1.jpg|images/workers/samples/WRK002629_2.jpg|images/workers/samples/WRK002629_3.jpg,Yes,No,worker_onboarding_portal,18/10/2022 1:13
CUST-3630,38,Male,Township,04/06/2025,Active,31.464431,74.290684,"House 299, Block K, Township, Lahore",Office,0,14.3,Tuesday,Any,14:00,19:00,Medium,High,Electrician,Electrical,Post-renovation cleanup needed,Beginner,English,1000,2100,No,Yes,Yes,Low,profiles/cust-3630.jpg,voice_notes/cust-3630_note.mp3,90,4.9,4.9,81,13/10/2025,27,0.33,WRK002630,Zaheer Siddiqui,3506930110,zaheer.siddiqui110@outlook.com,99716ce73f9713d140588c08d4bdbabef5d3c8624ed5e21ecc30c5c357977c2f,active,26/03/2023,27/04/2024 21:27,31.503223,74.356123,Lahore,Ichhra,7,Fan Installation,Wood Polish|Septic Tank,Electrician,Expert,3,No,"Tuesday,Thursday,Saturday",7:30:00,21:30:00,No,Yes,4600,100,Yes,PKR 4600-6100,31445-7311001-2,documents/cnic/front/WRK002630_front.jpg,documents/cnic/back/WRK002630_back.jpg,Yes,ITI Certificate,not_submitted,7.5,41,1,4,4,No,3.6,4.1,20,1,14429.54,15,145652.68,3349.8,08/02/2025 17:59,0.503,No,0.559,images/workers/profiles/WRK002630.jpg,videos/workers/intro/WRK002630.mp4,images/workers/samples/WRK002630_1.jpg|images/workers/samples/WRK002630_2.jpg|images/workers/samples/WRK002630_3.jpg,Yes,Yes,worker_onboarding_portal,19/12/2024 1:20
CUST-3631,47,Male,Thokar Niaz Baig,15/02/2026,Active,31.433678,74.195895,"House 290, Block E, Thokar Niaz Baig, Lahore",Home,0,13.2,Friday,Afternoon,6:00,10:30,Medium,Low,Carpenter,Carpentry,New construction work needed,Expert,English,1900,23000,Yes,No,No,High,profiles/cust-3631.jpg,voice_notes/cust-3631_note.mp3,103,2.1,1.5,7,09/09/2025,2,0.29,WRK002631,Fawad Rajput,3336671232,fawad.rajput809@hotmail.com,29747cc29a113c8bc66771ca058908b778ab977d496821a065a9419b452cecaa,active,03/07/2023,25/08/2024 19:52,31.602702,74.304373,Lahore,New Garden Town,4,Ceiling Work,Meter Reading|Kitchen Cleaning|Switch Board,Carpenter,Expert,20,Yes,"Monday,Wednesday,Friday",7:15:00,20:30:00,No,Yes,4300,250,No,PKR 4300-5300,38266-4260377-6,documents/cnic/front/WRK002631_front.jpg,documents/cnic/back/WRK002631_back.jpg,Yes,None,verified,4.3,598,49,20,4,Yes,4,3,350,19,43473.24,18,497511.8,26476.05,27/05/2024 2:07,0.89,Yes,0.692,images/workers/profiles/WRK002631.jpg,videos/workers/intro/WRK002631.mp4,images/workers/samples/WRK002631_1.jpg|images/workers/samples/WRK002631_2.jpg|images/workers/samples/WRK002631_3.jpg,Yes,Yes,worker_onboarding_portal,25/07/2025 21:59
CUST-3632,60,Male,Krishan Nagar,18/04/2025,Active,31.552567,74.352653,"House 426, Block D, Krishan Nagar, Lahore",Office,0,4.6,Any,Any,6:30,11:00,High,Medium,Electrician,Electrical,Multiple items need attention,Intermediate,Urdu,500,7900,Yes,No,No,Low,profiles/cust-3632.jpg,voice_notes/cust-3632_note.mp3,46,4.2,1.9,42,17/02/2026,6,0.14,WRK002632,Muhammad Zahid,3229559634,muhammad.zahid485@outlook.com,cb585065d59e695f64eac7432b9516be72d601877d2fa31a208b637237f40eaf,active,24/11/2022,28/08/2024 18:59,31.596664,74.27033,Lahore,DHA Phase 3,12,Door Installation,Solar Panel|Septic Tank,Carpenter,Expert,3,No,"Monday,Tuesday,Wednesday,Thursday,Friday",7:30:00,19:30:00,No,No,3100,450,Yes,PKR 3100-3600,36396-2390852-6,documents/cnic/front/WRK002632_front.jpg,documents/cnic/back/WRK002632_back.jpg,Yes,Technical Vocational Certificate,pending,9.8,331,10,32,1,No,2.7,3.4,250,34,11624.29,18,783812.32,59624.15,18/07/2023 20:47,0.522,No,0.305,images/workers/profiles/WRK002632.jpg,videos/workers/intro/WRK002632.mp4,images/workers/samples/WRK002632_1.jpg|images/workers/samples/WRK002632_2.jpg|images/workers/samples/WRK002632_3.jpg,Yes,Yes,worker_onboarding_portal,20/04/2024 2:40
CUST-3633,63,Female,Cantt,02/12/2025,Inactive,31.524408,74.367576,"House 492, Block E, Cantt, Lahore",Apartment,10,19,Any,Night,10:00,18:00,Low,Medium,Cleaner,Cleaning,Need expert with experience in modern systems,No Preference,Urdu,1300,15400,Yes,No,No,Low,profiles/cust-3633.jpg,voice_notes/cust-3633_note.mp3,62,1,4.1,83,07/12/2025,2,0.02,WRK002633,Sohail Gillani,3235730725,sohail.gillani920@hotmail.com,bc6fde6a26689560cde979e4c391898119ce1d2ad5319ef9369f14696e067af5,inactive,02/01/2022,19/10/2024 6:52,31.528546,74.390694,Lahore,Sabzazar,13,Leak Repair,Office Cleaning|Door Installation|Cabinet Work,Plumber,Expert,12,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:15:00,17:45:00,No,No,1200,550,No,PKR 1200-1700,33910-9908069-1,documents/cnic/front/WRK002633_front.jpg,documents/cnic/back/WRK002633_back.jpg,Yes,None,pending,9,308,2,10,5,Yes,4.6,3.1,128,3,10206.26,20,797255.66,39275.41,02/11/2024 19:58,0.937,Yes,0.91,images/workers/profiles/WRK002633.jpg,videos/workers/intro/WRK002633.mp4,images/workers/samples/WRK002633_1.jpg|images/workers/samples/WRK002633_2.jpg|images/workers/samples/WRK002633_3.jpg,Yes,Yes,worker_onboarding_portal,12/01/2023 3:15
CUST-3634,41,Female,DHA Phase 5,04/09/2025,Active,31.463752,74.409165,"House 400, Block H, DHA Phase 5, Lahore",Office,0,17.3,Sunday,Morning,16:00,19:30,Low,Medium,Cleaner,Cleaning,Multiple items need attention,No Preference,Urdu,2200,6200,No,Yes,No,Low,profiles/cust-3634.jpg,voice_notes/cust-3634_note.mp3,35,4.1,1.9,99,10/01/2026,23,0.23,WRK002634,Babar Mirza,3332612649,babar.mirza931@yahoo.com,560f0e632141447cd930ce30b8f1d58c3e7bd7c8a4386124d11e17dc803bc8e4,inactive,19/09/2022,28/08/2023 17:24,31.584779,74.359145,Lahore,Garden Town,12,Window Cleaning,Generator|Switch Board,Cleaner,Expert,15,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:00:00,16:30:00,No,Yes,3100,450,Yes,PKR 3100-4600,51340-8240292-1,documents/cnic/front/WRK002634_front.jpg,documents/cnic/back/WRK002634_back.jpg,Yes,None,verified,7.3,44,5,0,3,No,3.3,3.4,42,6,46320.68,15,1329868.93,91271.31,19/10/2022 15:51,0.816,No,0.841,images/workers/profiles/WRK002634.jpg,videos/workers/intro/WRK002634.mp4,images/workers/samples/WRK002634_1.jpg|images/workers/samples/WRK002634_2.jpg|images/workers/samples/WRK002634_3.jpg,Yes,Yes,worker_onboarding_portal,19/11/2024 20:46
CUST-3635,45,Male,Faisal Town,14/03/2025,Active,31.47259,74.319237,"House 62, Street 41, Faisal Town, Lahore",Apartment,2,13.8,Sunday,Any,14:30,20:00,Low,Medium,Carpenter,Carpentry,Scheduled service for weekend,Beginner,English,2900,19600,No,No,Yes,Low,profiles/cust-3635.jpg,voice_notes/cust-3635_note.mp3,14,4.3,4.4,5,29/11/2025,0,0,WRK002635,Basit Naqvi,3513837778,basit.naqvi305@yahoo.com,5e596c0b2b354573373ca06cb5943fc64aa5edfc8dac06151d3c5a97617d3567,active,29/10/2021,07/03/2023 18:25,31.53239,74.258285,Lahore,Shalamar,4,Cabinet Work,Meter Reading,Carpenter,Expert,9,No,"Monday,Tuesday,Thursday,Friday,Saturday",8:45:00,18:15:00,No,No,600,600,Yes,PKR 600-2100,41432-6275085-4,documents/cnic/front/WRK002635_front.jpg,documents/cnic/back/WRK002635_back.jpg,Yes,None,verified,8.8,489,59,31,4,No,3.3,3.1,321,16,31213.58,15,946761.28,48351.07,14/07/2025 21:38,0.563,No,0.365,images/workers/profiles/WRK002635.jpg,videos/workers/intro/WRK002635.mp4,images/workers/samples/WRK002635_1.jpg|images/workers/samples/WRK002635_2.jpg|images/workers/samples/WRK002635_3.jpg,No,Yes,worker_onboarding_portal,06/07/2023 21:27
CUST-3636,21,Male,Mall Road,08/04/2025,Active,31.559682,74.323568,"House 449, Block A, Mall Road, Lahore",Shop,0,10.8,Wednesday,Evening,10:00,18:00,Medium,Low,Cleaner,Cleaning,Scheduled service for weekend,Beginner,Urdu,1200,6500,Yes,Yes,No,Low,profiles/cust-3636.jpg,voice_notes/cust-3636_note.mp3,15,4.1,3.9,55,23/09/2025,3,0.05,WRK002636,Nasir Lodhi,3005519315,nasir.lodhi968@yahoo.com,0b3f3066ae8369e53cf28dfc1cc88b46e2f2a4ea4b8c98ed580a18d6ced2ed58,active,24/12/2023,11/11/2024 12:07,31.589603,74.340386,Lahore,DHA Phase 1,5,Fan Installation,Kitchen Cleaning|Bathroom Fitting,Electrician,Intermediate,7,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday",9:15:00,19:45:00,No,Yes,500,150,No,PKR 500-2500,34991-7547080-6,documents/cnic/front/WRK002636_front.jpg,documents/cnic/back/WRK002636_back.jpg,No,Trade Test Certificate,pending,9.1,624,91,12,2,No,5,4.7,511,16,4645.55,12,101331.6,3259.63,27/04/2025 0:32,0.489,Yes,0.612,images/workers/profiles/WRK002636.jpg,videos/workers/intro/WRK002636.mp4,images/workers/samples/WRK002636_1.jpg|images/workers/samples/WRK002636_2.jpg|images/workers/samples/WRK002636_3.jpg,No,Yes,worker_onboarding_portal,08/02/2024 23:32
CUST-3637,63,Male,Lake City,06/11/2025,Active,31.406209,74.264952,"House 456, Block C, Lake City, Lahore",Home,0,4.5,Thursday,Any,8:00,12:30,Low,Medium,Electrician,Electrical,"Minor fix, should be quick",Expert,Urdu,1100,5800,Yes,No,Yes,High,profiles/cust-3637.jpg,voice_notes/cust-3637_note.mp3,66,2.3,5,51,13/02/2026,12,0.24,WRK002637,Waris Rajput,3126475638,waris.rajput347@hotmail.com,3307ccb934853ec7db1b3747356aedd77119d93e16626f6947f4d81d4a3fb4f6,active,17/10/2022,24/03/2024 20:35,31.452412,74.276237,Lahore,Samnabad,6,Cabinet Work,Boiler Repair|Meter Reading|Floor Mopping,Carpenter,Master,4,Yes,"Monday,Tuesday,Thursday,Friday,Saturday",8:00:00,18:45:00,No,No,3800,150,Yes,PKR 3800-4300,49044-8175214-3,documents/cnic/front/WRK002637_front.jpg,documents/cnic/back/WRK002637_back.jpg,No,NAVTTC Certificate,verified,6.1,230,16,14,1,Yes,3.6,4.9,88,4,8101.38,15,126713.43,8792.22,11/11/2023 6:24,0.798,Yes,0.421,images/workers/profiles/WRK002637.jpg,videos/workers/intro/WRK002637.mp4,images/workers/samples/WRK002637_1.jpg|images/workers/samples/WRK002637_2.jpg|images/workers/samples/WRK002637_3.jpg,Yes,No,worker_onboarding_portal,01/09/2024 9:56
CUST-3638,35,Female,Ferozpur Road,18/02/2026,Active,31.50648,74.333971,"House 51, Street 15, Ferozpur Road, Lahore",Shop,0,18.5,Any,Night,10:00,18:00,Medium,Medium,Carpenter,Carpentry,New construction work needed,Expert,Urdu,2100,5900,Yes,Yes,No,Medium,profiles/cust-3638.jpg,voice_notes/cust-3638_note.mp3,54,4.5,1.9,41,12/02/2026,4,0.1,WRK002638,Zeeshan Chishti,3013342538,zeeshan.chishti833@yahoo.com,6a0c652514d906096815c6779f2365d3972d37a8afe58979ac1aff53172150fb,active,14/03/2020,03/10/2023 21:50,31.60542,74.254632,Lahore,Samanabad,15,Wood Repair,Drainage|Septic Tank|Window Cleaning,Carpenter,Intermediate,16,No,"Monday,Tuesday,Thursday,Friday,Saturday",7:15:00,17:00:00,No,Yes,900,300,Yes,PKR 900-2900,40257-3506391-5,documents/cnic/front/WRK002638_front.jpg,documents/cnic/back/WRK002638_back.jpg,Yes,Professional License,verified,6.9,736,34,73,2,No,4.8,4.4,601,10,33770.32,18,1010072.53,40505.37,24/12/2025 4:19,0.795,Yes,0.518,images/workers/profiles/WRK002638.jpg,videos/workers/intro/WRK002638.mp4,images/workers/samples/WRK002638_1.jpg|images/workers/samples/WRK002638_2.jpg|images/workers/samples/WRK002638_3.jpg,Yes,Yes,worker_onboarding_portal,27/07/2024 7:43
CUST-3639,48,Female,Gulshan-e-Ravi,27/09/2025,Active,31.560137,74.343859,"House 238, Block D, Gulshan-e-Ravi, Lahore",Home,0,7,Sunday,Night,16:30,22:00,Low,Medium,Plumber,Plumbing,Post-renovation cleanup needed,Beginner,English,1000,7900,Yes,No,No,Medium,profiles/cust-3639.jpg,voice_notes/cust-3639_note.mp3,52,3.4,4.1,63,10/01/2026,9,0.14,WRK002639,Rizwan Chishti,3219937492,rizwan.chishti63@yahoo.com,601335b8a42e766d9c58e1a3e6d633d69973ab4aa6f37f3503f55d857e0678a1,active,10/12/2022,11/01/2024 5:53,31.567513,74.423675,Lahore,Barki Road,3,Deep Cleaning,Cabinet Work|Switch Board,Cleaner,Expert,1,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",9:00:00,16:15:00,Yes,No,3900,600,No,PKR 3900-5900,23024-8141622-1,documents/cnic/front/WRK002639_front.jpg,documents/cnic/back/WRK002639_back.jpg,Yes,None,pending,3.3,570,34,22,4,No,3.1,4.9,471,45,36153.61,18,607420.84,55949.68,25/11/2024 11:36,0.563,Yes,0.72,images/workers/profiles/WRK002639.jpg,videos/workers/intro/WRK002639.mp4,images/workers/samples/WRK002639_1.jpg|images/workers/samples/WRK002639_2.jpg|images/workers/samples/WRK002639_3.jpg,Yes,Yes,worker_onboarding_portal,04/11/2024 12:45
CUST-3640,36,Female,Township,01/08/2025,Active,31.476051,74.295344,"House 180, Block K, Township, Lahore",Apartment,9,15.8,Monday,Evening,14:30,16:00,Medium,High,Electrician,Electrical,Seasonal maintenance before summer,No Preference,English,600,7000,Yes,No,No,Medium,profiles/cust-3640.jpg,voice_notes/cust-3640_note.mp3,53,1.3,3.4,115,03/02/2026,15,0.13,WRK002640,Faisal Niazi,3414084464,faisal.niazi647@hotmail.com,f6b6299c362d0b61f865f7c9045931c20f78d6b5f719c5c4585cefdd2f0769a2,active,24/02/2022,11/01/2024 6:29,31.549747,74.361749,Lahore,Krishan Nagar,9,Septic Tank,Window Cleaning|Generator,Plumber,Intermediate,13,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday",6:00:00,17:30:00,Yes,No,1500,500,Yes,PKR 1500-3500,38918-2572461-6,documents/cnic/front/WRK002640_front.jpg,documents/cnic/back/WRK002640_back.jpg,No,None,pending,4,414,20,27,5,No,4.1,4.4,235,33,45228.27,15,281802.4,4793.88,15/01/2024 22:19,0.691,No,0.454,images/workers/profiles/WRK002640.jpg,videos/workers/intro/WRK002640.mp4,images/workers/samples/WRK002640_1.jpg|images/workers/samples/WRK002640_2.jpg|images/workers/samples/WRK002640_3.jpg,Yes,Yes,worker_onboarding_portal,20/02/2024 23:06
CUST-3641,30,Female,Bedian Road,28/03/2025,Active,31.413479,74.378115,"House 242, Block F, Bedian Road, Lahore",Home,0,15.6,Tuesday,Morning,15:00,21:00,Medium,Medium,Cleaner,Cleaning,Post-renovation cleanup needed,No Preference,Urdu,2200,17400,Yes,No,No,Low,profiles/cust-3641.jpg,voice_notes/cust-3641_note.mp3,17,3.3,2.6,21,06/01/2026,3,0.14,WRK002641,Salman Umar,3339527766,salman.umar746@outlook.com,219858b09300eec27067a129d84f76f75b932c06af1d3b6da28319b20a4af1dd,pending_verification,05/02/2026,21/02/2026 20:28,31.478181,74.260448,Lahore,PAF Base,12,Shelf Fitting,Solar Panel|Meter Reading|Bathroom Fitting,Carpenter,Intermediate,22,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",7:30:00,21:45:00,No,Yes,2000,350,Yes,PKR 2000-2500,44079-6913640-4,documents/cnic/front/WRK002641_front.jpg,documents/cnic/back/WRK002641_back.jpg,Yes,None,verified,9.4,22,0,2,3,No,3.2,3.8,21,2,5645.89,12,1052491.87,20345.43,16/02/2026 21:01,0.673,Yes,0.832,images/workers/profiles/WRK002641.jpg,videos/workers/intro/WRK002641.mp4,images/workers/samples/WRK002641_1.jpg|images/workers/samples/WRK002641_2.jpg|images/workers/samples/WRK002641_3.jpg,Yes,Yes,worker_onboarding_portal,16/02/2026 1:46
CUST-3642,24,Male,DHA Phase 7,14/02/2026,Suspended,31.457919,74.420464,"House 91, Block D, DHA Phase 7, Lahore",Home,0,6,Friday,Morning,13:00,21:00,Low,Low,Plumber,Plumbing,Want a professional to assess and quote,Expert,English,1500,4500,No,No,No,Low,profiles/cust-3642.jpg,voice_notes/cust-3642_note.mp3,50,2.6,1.5,79,02/01/2026,22,0.28,WRK002642,Ali Ansari,3348238677,ali.ansari342@hotmail.com,778ee4f946afb1ea7d88ed93b091378864af2692407796c60257d0f4e5cf12ef,active,15/06/2025,04/01/2026 2:53,31.478992,74.387768,Lahore,Valencia Town,6,Septic Tank,Carpet Cleaning|Wardrobe Making,Plumber,Expert,15,No,"Tuesday,Thursday,Saturday",7:45:00,19:15:00,No,Yes,4600,500,Yes,PKR 4600-6600,20048-4819026-6,documents/cnic/front/WRK002642_front.jpg,documents/cnic/back/WRK002642_back.jpg,Yes,None,verified,6.1,466,44,13,2,No,3,3.8,235,18,48030.25,12,848744.04,11026.11,13/02/2026 7:49,0.749,No,0.764,images/workers/profiles/WRK002642.jpg,videos/workers/intro/WRK002642.mp4,images/workers/samples/WRK002642_1.jpg|images/workers/samples/WRK002642_2.jpg|images/workers/samples/WRK002642_3.jpg,Yes,Yes,worker_onboarding_portal,14/09/2025 12:42
CUST-3643,22,Female,Data Darbar Area,23/04/2025,Active,31.570467,74.308438,"House 485, Block D, Data Darbar Area, Lahore",Office,0,15.3,Any,Night,14:30,22:30,Low,Medium,Carpenter,Carpentry,Budget-friendly solution preferred,No Preference,English,1700,28900,No,No,Yes,Low,profiles/cust-3643.jpg,voice_notes/cust-3643_note.mp3,109,4.7,1,103,25/09/2025,26,0.25,WRK002643,Rauf Qureshi,3017965436,rauf.qureshi14@gmail.com,5d6dffd4c76ca0fe3e16ed5e06f51b706fa472f5b90ed05fa00f6d4a086e6f76,active,26/03/2025,03/07/2025 16:41,31.560234,74.42095,Lahore,Muslim Town,8,Floor Mopping,Ceiling Work,Cleaner,Intermediate,23,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:00:00,17:30:00,No,No,4800,600,Yes,PKR 4800-6800,24744-3558998-2,documents/cnic/front/WRK002643_front.jpg,documents/cnic/back/WRK002643_back.jpg,No,ITI Certificate,not_submitted,3.4,704,5,47,0,No,3,3.8,372,35,13076.9,18,1354087.51,127809.39,22/01/2026 16:30,0.947,Yes,0.524,images/workers/profiles/WRK002643.jpg,videos/workers/intro/WRK002643.mp4,images/workers/samples/WRK002643_1.jpg|images/workers/samples/WRK002643_2.jpg|images/workers/samples/WRK002643_3.jpg,Yes,No,worker_onboarding_portal,05/04/2025 20:59
CUST-3644,35,Male,DHA Phase 6,08/12/2025,Active,31.455191,74.403084,"House 324, Block G, DHA Phase 6, Lahore",Home,0,8.3,Sunday,Morning,6:00,14:00,High,Low,Electrician,Electrical,"Just servicing, no parts replacement expected",Beginner,Urdu,700,7700,Yes,Yes,Yes,Low,profiles/cust-3644.jpg,voice_notes/cust-3644_note.mp3,56,1.2,1.9,96,07/10/2025,21,0.22,WRK002644,Liaquat Umar,3114383883,liaquat.umar539@hotmail.com,1c455e39e2900f4e9af80a0bbbb76f5f3e7abff0dfef8c8f88ab5cf61f903beb,active,30/12/2025,14/01/2026 5:17,31.612855,74.300147,Lahore,New Garden Town,5,Fan Installation,Drainage|Boiler Repair|Shelf Fitting,Electrician,Expert,1,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",8:15:00,16:15:00,No,No,3100,450,No,PKR 3100-4600,44748-4115710-2,documents/cnic/front/WRK002644_front.jpg,documents/cnic/back/WRK002644_back.jpg,No,None,failed,6.5,512,33,13,4,No,4.8,3.2,405,48,39458.62,10,693492.3,22826.86,07/01/2026 23:06,0.567,Yes,0.8,images/workers/profiles/WRK002644.jpg,videos/workers/intro/WRK002644.mp4,images/workers/samples/WRK002644_1.jpg|images/workers/samples/WRK002644_2.jpg|images/workers/samples/WRK002644_3.jpg,Yes,Yes,worker_onboarding_portal,06/01/2026 20:46
CUST-3645,20,Female,Lake City,16/08/2025,Active,31.40384,74.26542,"House 168, Block F, Lake City, Lahore",Apartment,4,19.6,Wednesday,Afternoon,16:00,21:30,Low,Medium,Plumber,Plumbing,"Minor fix, should be quick",No Preference,Urdu,1300,6400,Yes,No,No,Medium,profiles/cust-3645.jpg,voice_notes/cust-3645_note.mp3,98,1.1,2.3,104,03/10/2025,17,0.16,WRK002645,Sajid Virk,3115606835,sajid.virk470@yahoo.com,6429ccbb0d4e1c2476935b9ba795b853a2c9c823c819c7598e7a86848bbca864,active,07/12/2025,02/01/2026 6:32,31.589058,74.402089,Lahore,Allama Iqbal Town,9,Door Installation,Leak Repair,Carpenter,Beginner,23,Yes,"Tuesday,Thursday,Saturday",9:00:00,16:15:00,No,No,2600,200,Yes,PKR 2600-3100,17706-5292745-8,documents/cnic/front/WRK002645_front.jpg,documents/cnic/back/WRK002645_back.jpg,Yes,Diploma in Trade,verified,8.1,578,67,34,0,No,4.9,4.9,522,45,45974.07,18,1138076.37,97249.99,13/12/2025 8:22,0.903,Yes,0.623,images/workers/profiles/WRK002645.jpg,videos/workers/intro/WRK002645.mp4,images/workers/samples/WRK002645_1.jpg|images/workers/samples/WRK002645_2.jpg|images/workers/samples/WRK002645_3.jpg,Yes,No,worker_onboarding_portal,15/12/2025 3:45
